station,valid,tmpc,dwpc,relh,sped,p01m,gust_mph
NYC,2016-02-23 18:28,2.80,0.00,81.80,16.10,0.25,27.60
NYC,2016-02-23 18:51,2.80,0.00,81.80,11.50,0.51,27.60
JFK,2016-02-23 18:51,5.00,2.80,85.67,18.40,1.78,null
LGA,2016-02-23 18:51,2.80,0.60,85.43,19.55,0.76,31.05
LGA,2016-02-23 19:18,3.00,1.00,86.69,27.60,0.25,33.35
NYC,2016-02-23 19:23,2.20,0.00,85.37,12.65,0.25,27.60
JFK,2016-02-23 19:27,4.00,3.00,93.19,18.40,0.51,23.00
JFK,2016-02-23 19:51,4.40,2.80,89.34,16.10,1.52,null
NYC,2016-02-23 19:51,2.20,0.00,85.37,21.85,0.25,33.35
LGA,2016-02-23 19:51,3.30,0.60,82.46,24.15,0.25,33.35
JFK,2016-02-23 20:44,4.00,2.00,86.79,20.70,0.00,29.90
NYC,2016-02-23 20:51,2.20,0.00,85.37,19.55,0.76,34.50
LGA,2016-02-23 20:51,3.30,1.10,85.49,21.85,0.25,26.45
JFK,2016-02-23 20:51,4.40,2.20,85.61,19.55,0.25,26.45
NYC,2016-02-23 21:51,2.20,0.00,85.37,18.40,null,29.90
LGA,2016-02-23 21:51,3.30,0.60,82.46,24.15,null,29.90
JFK,2016-02-23 21:51,3.90,1.70,85.55,19.55,0.25,null
JFK,2016-02-23 22:51,3.30,1.70,89.25,17.25,0.51,26.45
LGA,2016-02-23 22:51,2.80,0.60,85.43,24.15,null,31.05
NYC,2016-02-23 22:51,1.70,0.00,88.47,18.40,0.51,25.30
LGA,2016-02-23 23:51,2.80,0.00,81.80,18.40,0.25,27.60
JFK,2016-02-23 23:51,3.30,1.10,85.49,18.40,null,25.30
NYC,2016-02-23 23:51,1.70,-0.60,84.69,20.70,0.25,29.90
JFK,2016-02-24 00:48,3.00,1.00,86.69,21.85,0.00,28.75
NYC,2016-02-24 00:51,1.70,0.00,88.47,19.55,0.25,27.60
LGA,2016-02-24 00:51,2.20,0.00,85.37,21.85,0.25,32.20
JFK,2016-02-24 00:51,3.30,1.10,85.49,18.40,0.51,29.90
NYC,2016-02-24 01:18,1.70,0.00,88.47,16.10,1.02,32.20
JFK,2016-02-24 01:24,3.00,1.00,86.69,16.10,0.25,26.45
LGA,2016-02-24 01:26,3.00,0.00,80.65,24.15,1.02,32.20
NYC,2016-02-24 01:31,1.70,0.00,88.47,14.95,1.52,27.60
NYC,2016-02-24 01:51,1.70,0.00,88.47,14.95,2.03,31.05
LGA,2016-02-24 01:51,2.20,0.60,89.16,24.15,1.52,32.20
JFK,2016-02-24 01:51,3.30,1.10,85.49,17.25,0.51,25.30
NYC,2016-02-24 02:39,1.70,-0.60,84.69,14.95,1.02,32.20
NYC,2016-02-24 02:49,2.00,-1.00,80.51,12.65,1.02,29.90
LGA,2016-02-24 02:51,2.20,0.60,89.16,20.70,0.76,null
JFK,2016-02-24 02:51,3.30,1.10,85.49,17.25,null,24.15
NYC,2016-02-24 02:51,1.70,-0.60,84.69,16.10,1.27,29.90
NYC,2016-02-24 03:05,1.70,-0.60,84.69,16.10,0.25,27.60
NYC,2016-02-24 03:15,1.70,0.00,88.47,11.50,0.51,25.30
JFK,2016-02-24 03:35,3.00,1.00,86.69,16.10,0.25,null
LGA,2016-02-24 03:51,2.20,0.60,89.16,18.40,0.51,null
NYC,2016-02-24 03:51,1.70,0.00,88.47,13.80,0.51,28.75
JFK,2016-02-24 03:51,3.30,1.70,89.25,17.25,0.51,23.00
NYC,2016-02-24 04:13,1.70,0.00,88.47,17.25,0.25,35.65
NYC,2016-02-24 04:24,1.70,0.00,88.47,16.10,0.51,28.75
NYC,2016-02-24 04:51,2.20,0.00,85.37,17.25,1.02,26.45
JFK,2016-02-24 04:51,3.30,1.70,89.25,16.10,0.51,null
LGA,2016-02-24 04:51,2.20,1.10,92.43,18.40,0.51,null
NYC,2016-02-24 05:40,2.20,0.00,85.37,13.80,0.51,28.75
JFK,2016-02-24 05:51,3.30,2.20,92.49,11.50,0.25,null
NYC,2016-02-24 05:51,2.20,0.60,89.16,13.80,0.51,23.00
LGA,2016-02-24 05:51,2.80,1.10,88.57,14.95,0.25,null
LGA,2016-02-24 06:51,2.80,1.10,88.57,13.80,0.51,null
JFK,2016-02-24 06:51,3.90,2.20,88.66,12.65,0.25,null
NYC,2016-02-24 06:51,2.20,0.60,89.16,13.80,0.51,20.70
NYC,2016-02-24 07:38,2.20,0.60,89.16,16.10,0.25,21.85
JFK,2016-02-24 07:51,3.90,2.80,92.53,12.65,0.25,null
NYC,2016-02-24 07:51,2.20,0.60,89.16,16.10,0.51,21.85
LGA,2016-02-24 07:51,2.80,1.70,92.46,13.80,null,null
NYC,2016-02-24 08:09,2.80,1.10,88.57,16.10,0.25,24.15
LGA,2016-02-24 08:10,3.00,2.00,93.14,13.80,0.00,null
LGA,2016-02-24 08:31,3.00,2.00,93.14,13.80,0.25,null
NYC,2016-02-24 08:35,2.80,1.10,88.57,13.80,0.51,20.70
LGA,2016-02-24 08:51,2.80,1.70,92.46,14.95,0.51,null
JFK,2016-02-24 08:51,4.40,3.30,92.56,13.80,0.25,null
NYC,2016-02-24 08:51,2.80,1.10,88.57,11.50,0.51,20.70
JFK,2016-02-24 09:35,5.00,4.00,93.24,12.65,0.76,null
NYC,2016-02-24 09:43,2.80,1.10,88.57,13.80,0.51,24.15
NYC,2016-02-24 09:51,2.80,1.10,88.57,13.80,0.51,18.40
LGA,2016-02-24 09:51,2.80,1.70,92.46,12.65,0.51,null
JFK,2016-02-24 09:51,5.00,3.90,92.59,11.50,1.02,null
NYC,2016-02-24 10:27,3.30,1.70,89.25,16.10,0.25,null
NYC,2016-02-24 10:35,3.30,1.70,89.25,12.65,0.25,24.15
LGA,2016-02-24 10:42,3.00,2.00,93.14,12.65,0.25,null
JFK,2016-02-24 10:51,5.00,3.90,92.59,11.50,0.25,null
NYC,2016-02-24 10:51,3.30,1.70,89.25,10.35,0.25,17.25
LGA,2016-02-24 10:51,3.30,2.20,92.49,12.65,0.25,null
LGA,2016-02-24 10:59,3.00,2.00,93.14,11.50,null,null
NYC,2016-02-24 11:02,3.30,1.70,89.25,11.50,0.25,18.40
JFK,2016-02-24 11:21,6.00,4.00,86.99,9.20,0.25,null
NYC,2016-02-24 11:22,3.30,1.70,89.25,8.05,0.51,17.25
NYC,2016-02-24 11:47,3.00,2.00,93.14,12.65,0.51,18.40
NYC,2016-02-24 11:51,3.30,1.70,89.25,11.50,0.51,null
LGA,2016-02-24 11:51,3.30,2.20,92.49,10.35,0.25,null
JFK,2016-02-24 11:51,5.60,4.40,91.98,13.80,0.51,null
NYC,2016-02-24 12:01,3.30,1.70,89.25,9.20,0.00,null
NYC,2016-02-24 12:33,3.30,1.70,89.25,10.35,null,17.25
JFK,2016-02-24 12:51,6.10,5.00,92.65,12.65,0.51,null
NYC,2016-02-24 12:51,3.30,1.70,89.25,14.95,0.25,25.30
LGA,2016-02-24 12:51,3.30,2.20,92.49,16.10,0.51,null
NYC,2016-02-24 12:58,3.30,1.70,89.25,11.50,null,25.30
NYC,2016-02-24 13:09,3.30,1.70,89.25,13.80,null,25.30
NYC,2016-02-24 13:31,3.30,2.20,92.49,11.50,0.25,21.85
NYC,2016-02-24 13:40,3.30,2.20,92.49,13.80,0.25,23.00
LGA,2016-02-24 13:41,4.00,2.00,86.79,16.10,0.25,null
NYC,2016-02-24 13:49,4.00,2.00,86.79,9.20,0.51,23.00
NYC,2016-02-24 13:51,3.90,2.20,88.66,10.35,0.51,21.85
LGA,2016-02-24 13:51,3.90,2.20,88.66,13.80,0.51,null
JFK,2016-02-24 13:51,6.70,5.60,92.69,13.80,null,null
NYC,2016-02-24 14:42,3.90,2.80,92.53,10.35,0.51,25.30
NYC,2016-02-24 14:51,4.40,2.80,89.34,11.50,0.51,20.70
LGA,2016-02-24 14:51,3.90,2.80,92.53,13.80,0.76,null
JFK,2016-02-24 14:51,7.80,7.20,95.99,11.50,1.02,null
NYC,2016-02-24 15:14,4.40,2.80,89.34,13.80,0.25,20.70
NYC,2016-02-24 15:28,4.40,2.80,89.34,10.35,0.25,18.40
LGA,2016-02-24 15:37,4.00,3.00,93.19,14.95,0.25,null
LGA,2016-02-24 15:51,3.90,2.80,92.53,17.25,0.51,null
JFK,2016-02-24 15:51,9.40,8.30,92.84,11.50,0.51,20.70
NYC,2016-02-24 15:51,4.40,3.30,92.56,9.20,0.51,null
JFK,2016-02-24 16:11,9.00,8.00,93.45,14.95,1.02,null
JFK,2016-02-24 16:33,9.00,8.00,93.45,10.35,3.05,null
NYC,2016-02-24 16:47,5.00,3.00,86.89,9.20,3.05,20.70
LGA,2016-02-24 16:48,4.00,3.00,93.19,17.25,0.00,null
LGA,2016-02-24 16:51,4.40,2.80,89.34,18.40,5.84,null
JFK,2016-02-24 16:51,9.40,8.30,92.84,16.10,3.56,21.85
NYC,2016-02-24 16:51,5.00,3.30,88.76,9.20,3.30,20.70
NYC,2016-02-24 16:56,5.00,3.30,88.76,10.35,null,17.25
JFK,2016-02-24 16:59,9.00,8.00,93.45,12.65,null,null
LGA,2016-02-24 17:20,4.00,3.00,93.19,17.25,1.52,null
NYC,2016-02-24 17:37,5.00,3.90,92.59,10.35,5.33,null
NYC,2016-02-24 17:42,5.60,3.90,88.81,5.75,5.84,16.10
JFK,2016-02-24 17:51,10.00,8.90,92.87,9.20,6.60,null
NYC,2016-02-24 17:51,5.00,3.90,92.59,13.80,6.60,18.40
LGA,2016-02-24 17:51,5.00,3.30,88.76,19.55,5.33,null
NYC,2016-02-24 18:06,5.60,3.90,88.81,11.50,0.76,19.55
JFK,2016-02-24 18:22,11.00,10.00,93.55,0.00,0.00,null
LGA,2016-02-24 18:30,4.00,3.00,93.19,20.70,0.00,null
NYC,2016-02-24 18:33,5.60,4.40,91.98,10.35,2.03,null
NYC,2016-02-24 18:44,6.10,4.40,88.85,8.05,2.54,null
LGA,2016-02-24 18:51,4.40,3.30,92.56,14.95,7.11,25.30
JFK,2016-02-24 18:51,11.10,9.40,89.26,8.05,5.59,null
NYC,2016-02-24 18:51,6.10,4.40,88.85,3.45,3.30,null
NYC,2016-02-24 19:02,6.10,5.00,92.65,0.00,0.25,null
LGA,2016-02-24 19:09,4.00,4.00,100.00,16.10,0.76,null
NYC,2016-02-24 19:12,6.70,5.00,88.90,4.60,0.25,null
LGA,2016-02-24 19:32,6.00,4.00,86.99,11.50,0.00,null
JFK,2016-02-24 19:36,12.00,11.00,93.60,17.25,1.27,24.15
NYC,2016-02-24 19:51,7.20,5.60,89.56,5.75,0.51,null
JFK,2016-02-24 19:51,12.20,11.10,92.99,17.25,1.27,26.45
LGA,2016-02-24 19:51,5.60,5.00,95.92,8.05,1.02,null
NYC,2016-02-24 19:59,7.20,6.10,92.72,5.75,0.51,null
NYC,2016-02-24 20:09,7.80,6.10,88.99,6.90,0.51,null
LGA,2016-02-24 20:11,6.00,4.00,86.99,8.05,0.76,null
NYC,2016-02-24 20:20,8.30,6.70,89.65,5.75,0.51,null
LGA,2016-02-24 20:51,11.70,10.60,92.96,10.35,0.76,17.25
NYC,2016-02-24 20:51,12.20,11.10,92.99,8.05,0.51,17.25
JFK,2016-02-24 20:51,12.80,11.70,93.02,26.45,0.25,35.65
LGA,2016-02-24 21:08,13.00,12.00,93.65,17.25,0.00,28.75
JFK,2016-02-24 21:13,13.00,12.00,93.65,21.85,0.51,31.05
NYC,2016-02-24 21:17,12.80,11.70,93.02,5.75,null,21.85
LGA,2016-02-24 21:26,12.00,11.00,93.60,13.80,null,null
NYC,2016-02-24 21:27,12.80,11.70,93.02,8.05,0.51,17.25
NYC,2016-02-24 21:51,12.80,11.70,93.02,10.35,0.76,21.85
JFK,2016-02-24 21:51,12.20,10.60,89.95,24.15,0.76,31.05
LGA,2016-02-24 21:51,12.20,11.10,92.99,11.50,null,20.70
LGA,2016-02-24 22:04,12.00,11.00,93.60,17.25,0.00,21.85
NYC,2016-02-24 22:09,12.20,11.10,92.99,10.35,1.02,23.00
LGA,2016-02-24 22:10,12.00,11.00,93.60,16.10,0.00,21.85
JFK,2016-02-24 22:14,12.00,11.00,93.60,21.85,0.25,null
NYC,2016-02-24 22:31,12.20,11.10,92.99,12.65,2.54,32.20
JFK,2016-02-24 22:39,13.00,12.00,93.65,25.30,0.25,34.50
NYC,2016-02-24 22:40,12.80,11.70,93.02,8.05,2.54,24.15
JFK,2016-02-24 22:51,12.80,11.10,89.40,24.15,0.25,34.50
LGA,2016-02-24 22:51,12.80,11.70,93.02,19.55,2.29,27.60
NYC,2016-02-24 22:51,12.80,11.70,93.02,11.50,2.54,24.15
JFK,2016-02-24 22:59,12.00,11.00,93.60,23.00,0.00,35.65
NYC,2016-02-24 23:49,13.00,12.00,93.65,16.10,0.25,28.75
JFK,2016-02-24 23:51,12.20,11.10,92.99,25.30,0.51,33.35
NYC,2016-02-24 23:51,12.80,11.70,93.02,16.10,0.25,28.75
LGA,2016-02-24 23:51,12.20,11.10,92.99,19.55,null,26.45
NYC,2016-02-25 00:05,12.80,11.70,93.02,10.35,null,21.85
NYC,2016-02-25 00:32,13.30,12.20,93.05,5.75,1.52,null
LGA,2016-02-25 00:51,14.40,13.30,93.10,25.30,1.02,40.25
JFK,2016-02-25 00:51,12.20,11.10,92.99,28.75,0.51,37.95
NYC,2016-02-25 00:51,13.30,12.20,93.05,5.75,1.78,null
LGA,2016-02-25 01:01,14.00,13.00,93.69,23.00,0.00,43.70
NYC,2016-02-25 01:09,14.40,13.30,93.10,10.35,0.51,24.15
NYC,2016-02-25 01:18,13.90,12.20,89.48,11.50,0.51,26.45
LGA,2016-02-25 01:18,14.00,13.00,93.69,29.90,0.00,41.40
LGA,2016-02-25 01:51,14.40,12.80,90.11,32.20,0.00,44.85
NYC,2016-02-25 01:51,14.40,12.80,90.11,8.05,1.02,23.00
JFK,2016-02-25 01:51,12.80,11.70,93.02,28.75,null,40.25
JFK,2016-02-25 02:51,12.80,11.10,89.40,32.20,0.76,41.40
LGA,2016-02-25 02:51,15.00,13.30,89.57,31.05,0.51,48.30
NYC,2016-02-25 02:51,13.90,12.80,93.08,5.75,1.02,27.60
NYC,2016-02-25 03:02,13.90,12.80,null,null,null,null
NYC,2016-02-25 03:24,14.40,13.30,93.10,12.65,1.02,35.65
JFK,2016-02-25 03:25,13.00,12.00,93.65,34.50,0.51,43.70
NYC,2016-02-25 03:28,14.40,12.80,90.11,13.80,1.02,36.80
JFK,2016-02-25 03:51,13.30,12.20,93.05,33.35,0.51,44.85
LGA,2016-02-25 03:51,14.40,13.30,93.10,23.00,0.76,33.35
NYC,2016-02-25 03:51,14.40,12.80,90.11,10.35,2.03,29.90
LGA,2016-02-25 04:08,14.00,13.00,93.69,20.70,0.25,33.35
NYC,2016-02-25 04:14,13.90,12.20,null,null,0.76,null
NYC,2016-02-25 04:23,13.90,12.80,null,null,1.52,null
LGA,2016-02-25 04:29,15.00,13.00,87.83,24.15,4.06,40.25
JFK,2016-02-25 04:29,14.00,13.00,93.69,35.65,null,52.90
LGA,2016-02-25 04:49,16.00,14.00,87.92,37.95,10.16,55.20
LGA,2016-02-25 04:50,16.10,13.90,86.79,39.10,10.16,55.20
JFK,2016-02-25 04:51,13.90,12.20,89.48,42.55,0.25,54.05
NYC,2016-02-25 04:51,15.00,13.30,89.57,4.60,2.29,23.00
NYC,2016-02-25 05:04,15.60,13.30,null,null,0.25,null
LGA,2016-02-25 05:22,16.00,13.00,82.37,26.45,0.00,40.25
LGA,2016-02-25 05:37,15.00,12.00,82.25,25.30,null,36.80
NYC,2016-02-25 05:51,15.00,12.80,86.69,5.75,0.25,19.55
JFK,2016-02-25 05:51,12.80,11.70,93.02,27.60,1.27,36.80
LGA,2016-02-25 05:51,14.40,12.20,86.63,20.70,null,29.90
NYC,2016-02-25 06:30,15.00,13.30,89.57,11.50,0.25,23.00
LGA,2016-02-25 06:51,15.00,12.80,86.69,12.65,0.51,null
NYC,2016-02-25 06:51,15.60,13.30,86.18,5.75,0.25,null
JFK,2016-02-25 06:51,12.20,11.10,92.99,28.75,0.76,35.65
LGA,2016-02-25 07:24,13.00,11.00,87.65,14.95,0.00,23.00
LGA,2016-02-25 07:51,12.80,11.70,93.02,12.65,0.00,null
NYC,2016-02-25 07:51,13.90,11.70,86.58,5.75,0.00,null
JFK,2016-02-25 07:51,11.70,10.00,89.31,23.00,0.00,null
LGA,2016-02-25 08:33,12.00,11.00,93.60,14.95,0.00,null
LGA,2016-02-25 08:40,11.00,11.00,100.00,14.95,0.00,null
LGA,2016-02-25 08:51,11.10,10.00,92.93,16.10,0.00,null
NYC,2016-02-25 08:51,13.30,11.10,86.52,8.05,0.00,null
JFK,2016-02-25 08:51,10.00,8.90,92.87,24.15,0.00,null
LGA,2016-02-25 09:46,11.00,9.00,87.47,8.05,0.00,null
LGA,2016-02-25 09:47,11.00,9.00,87.47,9.20,0.00,null
NYC,2016-02-25 09:51,11.70,10.00,89.31,6.90,0.00,null
JFK,2016-02-25 09:51,8.90,7.80,92.81,17.25,0.00,null
LGA,2016-02-25 09:51,10.60,9.40,92.28,9.20,0.00,null
LGA,2016-02-25 10:06,10.00,9.00,93.50,9.20,0.00,null
JFK,2016-02-25 10:34,8.00,7.00,93.40,17.25,0.00,null
JFK,2016-02-25 10:49,8.00,7.00,93.40,17.25,0.00,null
JFK,2016-02-25 10:51,7.80,6.70,92.75,16.10,0.00,null
NYC,2016-02-25 10:51,11.70,8.90,82.94,4.60,0.00,null
LGA,2016-02-25 10:51,10.60,8.30,85.67,9.20,0.00,null
JFK,2016-02-25 11:14,8.00,7.00,93.40,16.10,0.00,null
LGA,2016-02-25 11:38,9.00,7.00,87.28,11.50,0.00,null
JFK,2016-02-25 11:51,7.80,6.10,88.99,14.95,0.00,null
NYC,2016-02-25 11:51,11.70,8.30,79.64,3.45,0.00,null
LGA,2016-02-25 11:51,8.30,7.20,92.78,6.90,0.00,null
NYC,2016-02-25 12:02,11.70,8.90,82.94,6.90,0.00,null
JFK,2016-02-25 12:51,8.90,6.10,82.59,18.40,0.00,null
LGA,2016-02-25 12:51,10.60,7.80,82.81,9.20,0.00,null
NYC,2016-02-25 12:51,12.80,5.60,61.56,8.05,0.00,null
JFK,2016-02-25 13:51,9.40,5.60,77.14,17.25,0.00,null
LGA,2016-02-25 13:51,12.20,4.40,58.89,17.25,0.00,29.90
NYC,2016-02-25 13:51,11.70,3.90,58.77,3.45,0.00,19.55
NYC,2016-02-25 14:43,11.10,5.00,66.04,3.45,0.00,19.55
LGA,2016-02-25 14:51,11.70,5.00,63.47,12.65,0.00,24.15
NYC,2016-02-25 14:51,11.10,5.00,66.04,8.05,0.00,24.15
JFK,2016-02-25 14:51,10.00,5.60,74.10,23.00,0.00,32.20
NYC,2016-02-25 15:32,10.60,3.30,60.60,13.80,0.00,28.75
LGA,2016-02-25 15:37,11.00,4.00,61.99,21.85,0.00,32.20
NYC,2016-02-25 15:51,10.00,3.90,65.80,10.35,0.00,25.30
LGA,2016-02-25 15:51,11.10,3.90,61.15,21.85,0.00,29.90
JFK,2016-02-25 15:51,10.00,6.10,76.71,21.85,0.00,null
NYC,2016-02-25 15:58,10.00,3.90,65.80,10.35,0.00,25.30
LGA,2016-02-25 16:15,11.00,4.00,61.99,20.70,0.00,31.05
JFK,2016-02-25 16:17,8.00,6.00,87.19,23.00,null,29.90
NYC,2016-02-25 16:51,9.40,3.30,65.67,12.65,0.00,19.55
LGA,2016-02-25 16:51,10.60,3.90,63.22,19.55,0.00,25.30
JFK,2016-02-25 16:51,10.00,6.10,76.71,24.15,null,29.90
LGA,2016-02-25 17:46,10.00,2.00,57.52,21.85,0.00,31.05
NYC,2016-02-25 17:47,9.00,1.00,57.26,5.75,0.00,19.55
JFK,2016-02-25 17:51,9.40,3.90,68.51,24.15,0.00,29.90
NYC,2016-02-25 17:51,8.90,1.10,58.07,8.05,0.00,null
LGA,2016-02-25 17:51,10.00,1.70,56.30,17.25,0.00,29.90
NYC,2016-02-25 18:09,8.90,1.10,58.07,5.75,0.00,24.15
JFK,2016-02-25 18:20,10.00,2.00,57.52,23.00,0.00,null
JFK,2016-02-25 18:51,10.00,1.10,53.92,21.85,0.00,32.20
NYC,2016-02-25 18:51,8.90,-0.60,51.34,8.05,0.00,27.60
LGA,2016-02-25 18:51,9.40,0.00,51.85,17.25,0.00,29.90
LGA,2016-02-25 19:51,8.90,-1.10,49.50,24.15,0.00,29.90
NYC,2016-02-25 19:51,8.30,-1.10,51.55,12.65,0.00,26.45
JFK,2016-02-25 19:51,8.90,0.00,53.63,29.90,0.00,36.80
NYC,2016-02-25 20:51,7.20,-1.10,55.56,12.65,null,23.00
JFK,2016-02-25 20:51,7.80,0.00,57.78,23.00,null,31.05
LGA,2016-02-25 20:51,7.80,-0.60,55.32,17.25,null,29.90
LGA,2016-02-25 21:46,6.00,1.00,70.28,23.00,null,29.90
NYC,2016-02-25 21:51,4.40,-0.60,69.96,9.20,null,28.75
JFK,2016-02-25 21:51,6.10,-0.60,62.16,31.05,null,41.40
LGA,2016-02-25 21:51,5.00,0.00,70.08,23.00,null,34.50
LGA,2016-02-25 22:06,6.00,0.00,65.38,27.60,null,35.65
NYC,2016-02-25 22:38,5.00,-1.10,64.68,10.35,0.00,29.90
LGA,2016-02-25 22:51,5.60,-0.60,64.35,21.85,null,36.80
JFK,2016-02-25 22:51,5.60,-0.60,64.35,28.75,0.00,35.65
NYC,2016-02-25 22:51,5.00,-1.70,null,null,0.00,null
JFK,2016-02-25 23:51,5.60,-0.60,64.35,29.90,0.00,37.95
NYC,2016-02-25 23:51,4.40,-1.10,67.45,9.20,0.00,27.60
LGA,2016-02-25 23:51,5.00,-1.10,64.68,17.25,0.00,32.20
NYC,2016-02-25 23:58,4.40,-1.10,67.45,8.05,0.00,21.85
NYC,2016-02-26 00:12,4.40,-1.10,67.45,4.60,0.00,25.30
NYC,2016-02-26 00:24,3.90,-1.10,69.86,10.35,0.00,26.45
LGA,2016-02-26 00:51,4.40,-0.60,69.96,20.70,0.00,27.60
JFK,2016-02-26 00:51,5.00,0.00,70.08,25.30,0.00,33.35
NYC,2016-02-26 00:51,3.90,-1.10,69.86,11.50,0.00,20.70
NYC,2016-02-26 01:02,3.90,-1.10,69.86,14.95,0.00,25.30
NYC,2016-02-26 01:51,4.40,-1.70,64.54,14.95,0.00,33.35
JFK,2016-02-26 01:51,5.00,0.00,70.08,24.15,0.00,29.90
LGA,2016-02-26 01:51,5.00,-1.10,64.68,18.40,0.00,32.20
NYC,2016-02-26 02:51,4.40,-2.20,62.21,12.65,0.00,23.00
JFK,2016-02-26 02:51,5.00,-1.70,61.89,25.30,0.00,35.65
LGA,2016-02-26 02:51,5.00,-1.70,61.89,19.55,0.00,29.90
NYC,2016-02-26 03:18,4.40,-2.20,62.21,9.20,0.00,null
NYC,2016-02-26 03:34,3.30,-1.70,null,null,0.00,null
LGA,2016-02-26 03:51,3.90,-1.10,69.86,14.95,null,27.60
NYC,2016-02-26 03:51,3.30,-1.70,null,null,0.00,null
JFK,2016-02-26 03:51,5.00,-2.20,59.65,23.00,0.00,32.20
NYC,2016-02-26 04:51,3.30,-3.30,61.94,13.80,0.00,23.00
JFK,2016-02-26 04:51,3.90,-0.60,72.46,18.40,null,null
LGA,2016-02-26 04:51,3.90,-1.70,66.85,14.95,0.00,20.70
LGA,2016-02-26 05:51,3.90,-6.10,48.07,20.70,0.00,27.60
JFK,2016-02-26 05:51,3.90,-3.90,56.77,21.85,0.00,33.35
NYC,2016-02-26 05:51,3.30,-7.20,46.09,4.60,0.00,23.00
NYC,2016-02-26 06:51,2.20,-7.80,47.57,11.50,0.00,21.85
JFK,2016-02-26 06:51,2.80,-7.80,45.58,25.30,0.00,33.35
LGA,2016-02-26 06:51,2.80,-6.70,49.62,18.40,0.00,29.90
NYC,2016-02-26 07:51,2.20,-7.20,49.83,8.05,0.00,28.75
LGA,2016-02-26 07:51,2.80,-6.70,49.62,18.40,0.00,24.15
JFK,2016-02-26 07:51,2.80,-7.20,47.75,16.10,0.00,28.75
JFK,2016-02-26 08:51,2.80,-6.70,49.62,21.85,0.00,32.20
NYC,2016-02-26 08:51,1.70,-7.20,51.64,10.35,0.00,28.75
LGA,2016-02-26 08:51,2.20,-6.10,54.21,18.40,0.00,29.90
JFK,2016-02-26 09:51,2.20,-7.80,47.57,20.70,0.00,33.35
LGA,2016-02-26 09:51,1.70,-7.20,51.64,26.45,0.00,36.80
NYC,2016-02-26 09:51,1.10,-8.90,47.25,8.05,0.00,25.30
NYC,2016-02-26 10:51,0.60,-9.40,47.10,9.20,0.00,23.00
LGA,2016-02-26 10:51,1.10,-8.30,49.51,28.75,0.00,35.65
JFK,2016-02-26 10:51,1.70,-8.30,47.42,24.15,0.00,32.20
LGA,2016-02-26 11:51,1.10,-8.30,49.51,23.00,0.00,29.90
JFK,2016-02-26 11:51,1.10,-9.40,45.43,20.70,0.00,31.05
NYC,2016-02-26 11:51,0.00,-10.00,null,null,0.00,null
LGA,2016-02-26 12:51,0.60,-9.40,47.10,20.70,0.00,33.35
JFK,2016-02-26 12:51,1.10,-10.60,41.33,17.25,0.00,31.05
NYC,2016-02-26 12:51,-0.60,-11.70,42.82,8.05,0.00,20.70
LGA,2016-02-26 13:51,1.10,-9.40,45.43,19.55,0.00,28.75
JFK,2016-02-26 13:51,1.70,-11.70,36.26,26.45,0.00,36.80
NYC,2016-02-26 13:51,0.00,-12.20,39.38,8.05,0.00,20.70
LGA,2016-02-26 14:51,1.10,-10.60,41.33,24.15,0.00,31.05
JFK,2016-02-26 14:51,2.20,-11.70,34.99,20.70,0.00,29.90
NYC,2016-02-26 14:51,0.60,-12.20,37.70,9.20,0.00,23.00
NYC,2016-02-26 15:51,1.10,-12.80,34.65,8.05,0.00,21.85
LGA,2016-02-26 15:51,1.70,-10.00,41.51,23.00,0.00,28.75
JFK,2016-02-26 15:51,3.30,-12.20,31.09,21.85,0.00,29.90
JFK,2016-02-26 16:51,3.30,-12.80,29.62,14.95,0.00,32.20
NYC,2016-02-26 16:51,1.70,-12.80,33.19,5.75,0.00,21.85
LGA,2016-02-26 16:51,1.70,-10.60,39.58,19.55,0.00,33.35
JFK,2016-02-26 17:51,3.30,-12.20,31.09,19.55,0.00,31.05
LGA,2016-02-26 17:51,2.20,-11.10,36.71,13.80,0.00,26.45
NYC,2016-02-26 17:51,1.70,-13.30,31.87,14.95,0.00,28.75
JFK,2016-02-26 18:51,3.30,-13.90,27.09,27.60,0.00,33.35
NYC,2016-02-26 18:51,2.20,-15.00,26.76,10.35,0.00,25.30
LGA,2016-02-26 18:51,2.80,-12.20,32.21,18.40,0.00,31.05
JFK,2016-02-26 19:51,3.30,-16.10,22.60,25.30,0.00,35.65
NYC,2016-02-26 19:51,1.70,-16.70,24.08,14.95,0.00,29.90
LGA,2016-02-26 19:51,2.20,-13.90,29.29,21.85,0.00,32.20
NYC,2016-02-26 20:51,1.70,-17.20,23.10,6.90,0.00,26.45
LGA,2016-02-26 20:51,2.20,-13.30,30.76,24.15,0.00,32.20
JFK,2016-02-26 20:51,3.30,-17.20,20.61,26.45,0.00,34.50
LGA,2016-02-26 21:51,1.70,-14.40,29.14,21.85,0.00,31.05
NYC,2016-02-26 21:51,1.10,-17.80,22.92,6.90,0.00,24.15
JFK,2016-02-26 21:51,2.20,-18.30,20.31,25.30,0.00,null
JFK,2016-02-26 22:51,1.10,-17.20,24.11,20.70,0.00,26.45
LGA,2016-02-26 22:51,1.10,-15.00,28.96,21.85,0.00,26.45
NYC,2016-02-26 22:51,0.00,-17.20,26.11,10.35,0.00,21.85
NYC,2016-02-26 23:51,0.00,-16.70,27.22,8.05,0.00,null
